packet_no,msg_type,src_mac,src_ip,xid,lease_time,relay_ip,dns,gateway,label,attack_type
205,OFFER,attacker,111.111.111.1,59041,36151,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
206,REQUEST,d8:b9:32:07:4c:23,192.168.1.10,46640,19897,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
207,ACK,80:44:e3:53:c9:29,192.168.1.148,37350,40716,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
208,ACK,server,192.168.1.99,99235,66014,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
209,REQUEST,db:87:4f:e0:46:9d,0.0.0.0,97750,18163,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
210,DISCOVER,73:44:84:6d:3c:b2,0.0.0.0,89776,41970,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
211,OFFER,server,192.168.1.8,87367,20576,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
212,REQUEST,f8:c5:de:0a:e7:ae,0.0.0.0,88324,53161,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
213,DISCOVER,cd:58:33:17:58:30,0.0.0.0,60906,6317,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
214,DISCOVER,80:39:3e:4c:9a:fa,0.0.0.0,95004,54283,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
215,OFFER,server,192.168.1.225,3157,8383,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
216,DISCOVER,5a:25:70:4c:ff:07,0.0.0.0,37212,54259,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
217,ACK,server,192.168.1.126,60455,5387,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
218,ACK,server,192.168.1.92,33010,73362,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
219,OFFER,attacker,111.111.111.1,52589,53601,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
220,OFFER,server,192.168.1.107,36969,38418,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
221,ACK,server,192.168.1.84,18211,36445,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
222,REQUEST,11:8c:73:15:d2:e4,0.0.0.0,89753,53212,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
223,DISCOVER,19:ea:8e:a8:37:60,0.0.0.0,53212,57695,10.0.74.202,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
224,OFFER,server,192.168.1.154,80149,46231,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
225,ACK,server,192.168.1.108,13509,74626,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
226,ACK,server,192.168.1.233,14011,38259,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
227,ACK,cb:af:65:ed:50:8f,192.168.1.205,72839,27039,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
228,DISCOVER,ba:37:4e:d4:fd:ab,0.0.0.0,89092,36952,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
229,ACK,attacker,111.111.111.1,71367,1741,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
230,DISCOVER,1c:ba:99:ca:3a:b9,0.0.0.0,98910,8966,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
231,REQUEST,59:9f:74:ed:de:81,0.0.0.0,23521,42073,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
232,DISCOVER,5a:9f:4c:a7:4f:22,0.0.0.0,88540,26882,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
233,OFFER,server,192.168.1.124,705,79858,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
234,ACK,server,192.168.1.135,86448,84922,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
235,DISCOVER,45:da:22:1b:42:ea,0.0.0.0,87343,55506,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
236,DISCOVER,fc:00:bd:50:96:33,0.0.0.0,7586,34738,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
237,ACK,server,192.168.1.52,34028,57150,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
238,OFFER,server,192.168.1.116,9585,33639,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
239,DISCOVER,1c:37:d1:f8:ad:13,0.0.0.0,54920,26672,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
240,REQUEST,b9:37:12:9c:7a:cf,0.0.0.0,83692,65460,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
241,DISCOVER,cb:87:bd:09:7d:af,0.0.0.0,98783,68670,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
242,ACK,06:fe:eb:e0:e6:05,192.168.1.89,9438,11480,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
243,OFFER,server,192.168.1.91,83678,60688,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
244,OFFER,server,192.168.1.227,67123,15571,10.0.85.71,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
245,OFFER,attacker,111.111.111.1,95131,45001,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
246,ACK,server,192.168.1.24,40016,81842,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
247,REQUEST,3b:67:09:e0:e1:c5,192.168.1.123,28978,2051,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
248,DISCOVER,4f:19:12:de:a7:88,0.0.0.0,51078,80534,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
249,DISCOVER,2e:5c:f8:d1:b1:35,0.0.0.0,21672,58425,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
250,ACK,server,192.168.1.113,79368,14414,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
251,OFFER,server,192.168.1.79,67634,68632,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
252,ACK,b2:52:fc:43:84:da,192.168.1.149,49134,16348,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
253,REQUEST,23:c7:5a:bc:9f:09,192.168.1.244,13508,59513,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
254,DISCOVER,30:d2:53:3a:32:68,0.0.0.0,26251,27995,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
255,DISCOVER,5f:17:27:a4:45:d1,0.0.0.0,22586,72367,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
256,DISCOVER,f3:a9:18:c6:24:8e,0.0.0.0,68064,66407,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
257,OFFER,server,192.168.1.96,26686,71179,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
258,OFFER,server,192.168.1.24,80611,83995,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
259,DISCOVER,ed:64:59:0d:88:a1,0.0.0.0,50929,27693,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
260,REQUEST,10:31:ae:7b:7e:f8,192.168.1.83,40031,43651,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
261,DISCOVER,d7:ba:35:93:3f:68,0.0.0.0,81031,82047,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
262,DISCOVER,db:20:c9:5a:58:38,0.0.0.0,21885,64890,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
263,DISCOVER,3f:70:45:06:8e:1a,0.0.0.0,63357,72986,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
264,DISCOVER,f9:6b:fe:d6:eb:2b,0.0.0.0,90040,16606,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
265,REQUEST,c3:87:a3:da:38:a2,192.168.1.53,35884,45724,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
266,REQUEST,6b:7f:39:f6:a5:1f,0.0.0.0,4050,3414,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
267,DISCOVER,86:ca:d4:15:71:62,0.0.0.0,98174,78374,10.0.28.135,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
268,OFFER,rogue_server,10.0.0.5,60328,15171,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
269,REQUEST,13:c6:57:b0:05:50,0.0.0.0,16364,68329,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
270,DISCOVER,86:18:0a:4e:d0:23,0.0.0.0,23761,43298,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
271,OFFER,server,192.168.1.156,35600,6842,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
272,ACK,server,192.168.1.7,65756,51084,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
273,REQUEST,a9:d2:7f:82:53:03,192.168.1.200,52158,82800,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
274,REQUEST,69:d3:87:62:e8:db,192.168.1.56,30666,15676,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
275,DISCOVER,e9:50:2a:65:ce:2c,0.0.0.0,19541,49391,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
276,DISCOVER,4a:55:dd:dd:dd:5e,0.0.0.0,20854,17391,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
277,DISCOVER,f2:5b:ce:29:77:84,0.0.0.0,10266,57035,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
278,OFFER,server,192.168.1.123,79641,17030,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
279,REQUEST,54:73:85:62:42:44,0.0.0.0,1701,37746,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
280,REQUEST,a5:0d:4c:0c:b2:2a,192.168.1.10,669,48453,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
281,ACK,server,192.168.1.108,86814,858,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
282,DISCOVER,26:d7:f0:4a:27:bb,0.0.0.0,51122,17336,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
283,DISCOVER,8c:f9:6e:2d:87:5c,0.0.0.0,94301,50677,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
284,ACK,server,192.168.1.42,51632,58598,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
285,ACK,server,192.168.1.103,46336,40843,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
286,REQUEST,b5:42:49:38:be:6d,0.0.0.0,47838,64698,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
287,REQUEST,11:fe:5c:b0:3b:d9,0.0.0.0,68657,6904,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
288,REQUEST,59:4d:f9:4e:2d:e2,192.168.1.78,33967,82757,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
289,ACK,server,192.168.1.196,5611,67548,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
290,DISCOVER,83:1e:ce:10:01:95,0.0.0.0,9613,51568,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
291,OFFER,server,192.168.1.89,57407,51731,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
292,DISCOVER,2a:12:f2:61:86:5c,0.0.0.0,51056,35262,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
293,DISCOVER,32:fe:fd:31:22:a4,0.0.0.0,21064,20595,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
294,OFFER,server,192.168.1.11,71253,34053,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
295,OFFER,server,192.168.1.191,23623,56938,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
296,DISCOVER,86:79:dc:1e:a9:93,0.0.0.0,25995,48089,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
297,DISCOVER,01:e5:cd:17:23:ea,0.0.0.0,35967,27297,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
298,ACK,2e:10:02:72:31:e1,192.168.1.54,30994,73469,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
299,OFFER,server,192.168.1.246,52797,85405,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
300,REQUEST,b6:0f:97:49:26:79,0.0.0.0,27479,83076,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
301,DISCOVER,dd:cd:73:dc:67:45,0.0.0.0,38057,22130,10.0.231.126,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
302,DISCOVER,54:e5:b6:c6:ec:85,0.0.0.0,93413,6713,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
303,ACK,server,192.168.1.176,90701,4152,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
304,DISCOVER,d2:71:00:2e:37:cf,0.0.0.0,13114,26512,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
305,OFFER,server,192.168.1.62,88641,31107,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
306,ACK,attacker,111.111.111.1,15230,24488,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
307,REQUEST,5d:83:f0:21:91:48,192.168.1.207,69314,9741,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
308,ACK,99:8d:21:8e:b3:c4,192.168.1.227,18027,28623,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
309,DISCOVER,bd:b9:2f:c4:7f:47,0.0.0.0,48153,26380,10.0.254.16,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
310,ACK,server,192.168.1.234,75845,46833,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
311,ACK,server,192.168.1.199,50320,41610,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
312,DISCOVER,7d:8d:05:b3:b3:b0,0.0.0.0,49848,40248,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
313,REQUEST,18:a9:ec:89:ae:f6,0.0.0.0,83135,35562,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
314,DISCOVER,c5:90:c6:76:5e:da,0.0.0.0,45282,18571,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
315,ACK,server,192.168.1.79,79440,254,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
316,DISCOVER,5e:6d:0b:bc:62:7b,0.0.0.0,78681,31060,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
317,REQUEST,5b:8c:4f:3b:5a:16,0.0.0.0,86963,48961,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
318,DISCOVER,0b:82:99:50:d1:06,0.0.0.0,56636,81062,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
319,REQUEST,d5:05:7b:06:28:2e,192.168.1.158,27064,57184,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
320,REQUEST,2b:d4:97:d4:fa:41,0.0.0.0,9576,52804,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
321,DISCOVER,2b:8f:5c:0f:87:7e,0.0.0.0,16036,60092,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
322,REQUEST,f0:47:45:34:54:99,192.168.1.176,90544,16831,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
323,ACK,server,192.168.1.12,86287,27135,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
324,OFFER,server,192.168.1.209,13280,29320,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
325,ACK,server,192.168.1.161,75709,26381,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
326,OFFER,rogue_server,10.0.0.5,25624,60933,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
327,ACK,server,192.168.1.110,80299,62461,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
328,DISCOVER,86:b8:17:f5:92:72,0.0.0.0,64738,36641,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
329,OFFER,server,192.168.1.219,9510,50170,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
330,DISCOVER,dc:0a:75:b7:87:d9,0.0.0.0,52516,36729,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
331,DISCOVER,8a:e0:53:5c:66:90,0.0.0.0,53975,11825,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
332,DISCOVER,21:3f:19:5f:dc:ce,0.0.0.0,69018,73392,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
333,DISCOVER,82:31:64:a3:cd:da,0.0.0.0,56702,50953,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
334,DISCOVER,8b:19:ce:56:df:98,0.0.0.0,29132,72120,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
335,DISCOVER,5b:c7:c1:7f:e4:d3,0.0.0.0,3338,25642,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
336,REQUEST,09:d5:73:94:bc:04,0.0.0.0,76437,28785,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
337,OFFER,server,192.168.1.14,97508,56842,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
338,ACK,a4:75:ed:9e:c9:36,192.168.1.233,96529,80261,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
339,DISCOVER,4b:6b:85:17:ba:1a,0.0.0.0,58342,4644,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
340,DISCOVER,31:06:ec:3e:4d:88,0.0.0.0,31533,80066,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
341,REQUEST,5b:8b:1c:37:b9:63,0.0.0.0,53010,42936,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
342,REQUEST,7d:78:e8:84:dc:92,0.0.0.0,3848,68308,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
343,ACK,server,192.168.1.115,27766,29098,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
344,REQUEST,1f:0a:f1:ef:90:97,192.168.1.134,73777,58723,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
345,ACK,server,192.168.1.252,80918,55952,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
346,ACK,attacker,111.111.111.1,33504,58716,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
347,ACK,server,192.168.1.222,23347,70216,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
348,DISCOVER,ec:07:44:b3:a7:91,0.0.0.0,8884,45044,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
349,DISCOVER,1a:56:6d:8d:62:92,0.0.0.0,47961,17269,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
350,DISCOVER,69:04:00:dc:e4:61,0.0.0.0,12794,60051,10.0.93.172,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
351,ACK,server,192.168.1.38,58349,68239,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
352,ACK,server,192.168.1.150,2210,10747,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
353,REQUEST,e8:77:1e:e3:69:65,0.0.0.0,38218,69825,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
354,OFFER,server,192.168.1.105,49890,38179,10.0.73.108,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
355,DISCOVER,6f:64:a9:83:c0:a7,0.0.0.0,6692,65967,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
356,ACK,a7:b4:c7:cd:d1:6b,192.168.1.248,68185,69556,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
357,REQUEST,73:24:2c:de:df:e5,0.0.0.0,31893,54312,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
358,DISCOVER,ae:4f:63:c3:95:0e,0.0.0.0,93332,48603,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
359,REQUEST,24:68:eb:54:3a:55,0.0.0.0,64451,51305,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
360,DISCOVER,24:fa:8f:3d:84:1c,0.0.0.0,89279,12488,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
361,ACK,attacker,111.111.111.1,99687,12918,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
362,DISCOVER,19:09:f0:62:2a:ed,0.0.0.0,4417,29824,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
363,REQUEST,42:8d:99:3b:2f:34,0.0.0.0,76843,10815,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
364,ACK,server,192.168.1.132,44551,52161,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
365,DISCOVER,1b:ef:4e:2d:0e:e2,0.0.0.0,11484,34843,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
366,OFFER,server,192.168.1.13,46166,79409,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
367,DISCOVER,3d:97:1e:d6:69:65,0.0.0.0,84411,77588,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
368,REQUEST,1c:23:f4:b9:5d:a0,0.0.0.0,86502,74741,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
369,OFFER,server,192.168.1.69,67614,47246,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
370,DISCOVER,60:65:35:11:15:f2,0.0.0.0,26174,59999,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
371,OFFER,server,192.168.1.212,77731,14814,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
372,OFFER,attacker,111.111.111.1,19146,59844,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
373,ACK,e8:52:24:1a:da:35,192.168.1.245,45808,70053,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
374,DISCOVER,af:a9:b8:d0:0b:3c,0.0.0.0,54388,63009,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
375,DISCOVER,34:ad:89:c0:13:d9,0.0.0.0,33300,27654,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
376,REQUEST,ce:89:d4:d5:a5:b1,0.0.0.0,93370,66287,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
377,DISCOVER,05:da:8c:ad:27:9c,0.0.0.0,98557,20527,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
378,REQUEST,d1:8f:16:58:55:23,0.0.0.0,78133,26599,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
379,DISCOVER,93:a9:68:92:c9:76,0.0.0.0,9473,61351,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
380,DISCOVER,77:b3:a0:f1:71:16,0.0.0.0,29311,49076,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
381,ACK,server,192.168.1.166,82419,45020,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
382,DISCOVER,28:27:88:71:a7:41,0.0.0.0,44490,8309,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
383,DISCOVER,d0:ac:d2:e6:80:bb,0.0.0.0,99037,7917,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
384,ACK,server,192.168.1.232,84155,76104,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
385,ACK,server,192.168.1.91,4887,41044,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
386,DISCOVER,dd:81:92:1d:7c:03,0.0.0.0,42688,81340,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
387,OFFER,server,192.168.1.153,81379,49802,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
388,DISCOVER,49:37:0e:be:bd:8a,0.0.0.0,7012,6136,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
389,OFFER,server,192.168.1.25,84364,58111,10.0.123.88,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
390,OFFER,server,192.168.1.175,15189,68990,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
391,REQUEST,52:19:dd:8b:64:4c,0.0.0.0,79512,51503,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
392,ACK,server,192.168.1.144,33763,38498,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
393,DISCOVER,13:83:da:dc:e8:6f,0.0.0.0,85076,69208,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
394,ACK,server,192.168.1.8,61220,7918,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
395,OFFER,server,192.168.1.213,18803,13278,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
396,OFFER,server,192.168.1.59,31614,7130,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
397,REQUEST,c5:92:d3:ad:6c:42,0.0.0.0,76243,28731,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
398,DISCOVER,8d:1a:50:60:38:39,0.0.0.0,38416,8813,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
399,OFFER,server,192.168.1.108,47191,17249,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
400,DISCOVER,56:28:f3:17:78:3d,0.0.0.0,37190,35488,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
401,OFFER,server,192.168.1.32,70734,6820,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
402,DISCOVER,fe:0f:e8:4c:14:d3,0.0.0.0,96536,34976,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
403,DISCOVER,00:5c:6e:25:d3:d7,0.0.0.0,73674,80393,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
404,REQUEST,dd:48:8e:e2:6c:1b,0.0.0.0,85865,20835,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
405,DISCOVER,72:44:c2:a5:6e:31,0.0.0.0,27597,57823,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
406,DISCOVER,36:5b:26:d1:06:a8,0.0.0.0,12051,16870,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
